,prediction,upper,lower
43776,16.431316800377083,19.7175801604525,13.145053440301666
43777,14.65829609388404,17.589955312660848,11.726636875107232
43778,14.033768656383458,16.840522387660148,11.227014925106767
43779,15.09569583290472,18.114834999485662,12.076556666323777
43780,6.92724575663095,8.31269490795714,5.541796605304761
43781,9.85622530017327,11.827470360207924,7.884980240138616
43782,8.794530751258003,10.553436901509604,7.035624601006403
43783,14.002198559124487,16.802638270949384,11.20175884729959
43784,10.240402479942308,12.28848297593077,8.192321983953846
43785,17.684071361365604,21.220885633638723,14.147257089092484
43786,7.496874692680169,8.996249631216203,5.997499754144136
43787,6.417652831317701,7.701183397581241,5.134122265054161
43788,8.76304293701946,10.515651524423351,7.0104343496155686
43789,17.474077716231303,20.968893259477564,13.979262172985043
43790,7.5788928291858415,9.09467139502301,6.063114263348673
43791,3.532378358582694,4.238854030299232,2.825902686866155
43792,9.42998423786172,11.315981085434064,7.543987390289377
43793,17.889239067096714,21.467086880516057,14.311391253677371
43794,13.439796991163089,16.127756389395707,10.751837592930471
43795,8.686738128002217,10.42408575360266,6.949390502401774
43796,12.531387012560048,15.037664415072056,10.02510961004804
43797,10.98500833025528,13.182009996306336,8.788006664204223
43798,10.16567209551457,12.198806514617482,8.132537676411657
43799,11.918102379872527,14.301722855847032,9.534481903898023
43800,10.395058060668948,12.474069672802736,8.31604644853516
43801,6.7256413517147156,8.070769622057659,5.380513081371773
43802,17.734143880142824,21.28097265617139,14.18731510411426
43803,15.60304855857315,18.72365827028778,12.482438846858521
43804,13.44901016245705,16.13881219494846,10.759208129965641
43805,7.70252804188145,9.24303365025774,6.162022433505161
43806,14.12779046405231,16.95334855686277,11.30223237124185
43807,15.245827201803985,18.294992642164782,12.196661761443188
43808,19.778967724798335,23.734761269758,15.823174179838668
43809,17.3612030663664,20.83344367963968,13.888962453093121
43810,21.58293271236054,25.89951925483265,17.266346169888433
43811,16.78619604705687,20.14343525646824,13.428956837645496
43812,26.48376970661022,31.780523647932263,21.18701576528818
43813,32.08789639758633,38.50547567710359,25.670317118069065
43814,21.986716127397163,26.384059352876594,17.58937290191773
43815,31.831597258574185,38.19791671028902,25.465277806859348
43816,24.812291878856875,29.77475025462825,19.849833503085502
43817,19.485742602341613,23.382891122809934,15.58859408187329
43818,34.298481753848,41.1581781046176,27.438785403078402
43819,40.48172633015486,48.578071596185836,32.38538106412389
43820,39.659202477595834,47.591042973115,31.72736198207667
43821,34.5871415263632,41.504569831635834,27.66971322109056
43822,40.38755354135086,48.46506424962103,32.31004283308069
43823,39.41269935830181,47.29523922996217,31.53015948664145
43824,24.961766850088352,29.95412022010602,19.969413480070685
43825,50.657153366441726,60.78858403973007,40.525722693153384
43826,39.64789243211257,47.577470918535084,31.718313945690056
43827,49.937469198573844,59.92496303828861,39.94997535885908
43828,43.39624897331724,52.07549876798069,34.71699917865379
43829,43.215913801176136,51.85909656141136,34.57273104094091
43830,39.434686905545064,47.32162428665408,31.547749524436053
43831,55.03222054915647,66.03866465898776,44.02577643932518
43832,54.87865202977857,65.85438243573428,43.90292162382286
43833,35.63580218493818,42.762962621925816,28.508641747950545
43834,50.64073365584748,60.76888038701697,40.51258692467798
43835,46.42292752442063,55.70751302930476,37.1383420195365
43836,49.26937185631294,59.12324622757552,39.41549748505035
43837,42.611565071077735,51.13387808529328,34.089252056862186
43838,46.60069335325969,55.92083202391163,37.28055468260776
43839,55.23163152303549,66.27795782764258,44.1853052184284
43840,72.3697504349718,86.84370052196617,57.89580034797745
43841,60.63279823324441,72.75935787989329,48.50623858659553
43842,51.80075170854553,62.160902050254634,41.44060136683643
43843,72.21396042271952,86.65675250726342,57.77116833817562
43844,32.041496909349775,38.44979629121973,25.633197527479822
43845,80.44516695279644,96.53420034335572,64.35613356223716
43846,34.084072009930786,40.90088641191694,27.26725760794463
43847,51.34698252477986,61.61637902973583,41.07758601982389
43848,32.68041537090349,39.216498445084184,26.144332296722794
43849,36.942056029909175,44.33046723589101,29.553644823927343
43850,29.023978398093888,34.828774077712666,23.21918271847511
43851,36.55789115853371,43.86946939024045,29.246312926826967
43852,18.23481758432336,21.88178110118803,14.587854067458688
43853,35.310141988506686,42.37217038620802,28.24811359080535
43854,26.891163302432712,32.269395962919255,21.51293064194617
43855,28.127449999809823,33.75293999977178,22.50195999984786
43856,27.21596749649928,32.659160995799134,21.772773997199426
43857,14.886145527975483,17.86337463357058,11.908916422380386
43858,29.925599895915312,35.91071987509837,23.94047991673225
43859,28.8447496299662,34.613699555959435,23.07579970397296
43860,14.200047962352404,17.040057554822884,11.360038369881924
43861,14.146602123092634,16.97592254771116,11.317281698474108
43862,19.145502969219972,22.974603563063965,15.31640237537598
43863,28.989557427645916,34.7874689131751,23.191645942116736
43864,20.138430484975036,24.16611658197004,16.11074438798003
43865,23.460991329948893,28.15318959593867,18.768793063959116
43866,26.68862242386331,32.02634690863597,21.35089793909065
43867,17.191624920869465,20.629949905043357,13.753299936695573
43868,21.91287105496727,26.295445265960723,17.530296843973815
43869,23.07448207980555,27.689378495766658,18.45958566384444
43870,7.041655075591519,8.449986090709823,5.633324060473216
43871,22.190662945540847,26.628795534649015,17.75253035643268
43872,19.621191940886355,23.545430329063624,15.696953552709084
43873,14.615529521914954,17.538635426297944,11.692423617531965
43874,10.978356726286355,13.174028071543626,8.782685381029085
43875,17.240426495779367,20.68851179493524,13.792341196623495
43876,21.42427591649582,25.709131099794984,17.139420733196655
43877,20.38071088870319,24.45685306644383,16.304568710962553
43878,17.709787877530886,21.251745453037064,14.16783030202471
43879,4.508534358560269,5.410241230272322,3.606827486848215
43880,9.75571175684053,11.706854108208635,7.804569405472424
43881,17.66390679153917,21.196688149847002,14.131125433231336
43882,11.601020223191739,13.921224267830086,9.280816178553392
43883,11.392474190960122,13.670969029152147,9.113979352768098
43884,6.090211844393574,7.3082542132722885,4.872169475514859
